doi,text,label,split
10.1016/j.jallcom.2019.01.125,"From Table1, we can see that with the increasing content of K-doped, the unit cell parameters and volume of K3xNa3(1-x)Fe2(PO4)3 increase slightly which indicate that the K-doped way has obviously effect on the crystal structure and the K+ have successfully doped into the structure.",both,train
10.1016/j.jpowsour.2019.02.061,"Recently, M. Cao et al. proposed that O3 NaCo1/3Fe1/3Mn1/3O2 possesses a capacity of 186 mAh g-1 at 0.05 C.",no,dev
10.1002/aenm.201501156,The attainable spatial resolution of the microscope is 90 picometers at an incident angle of 40 mrad.,no,test
10.1039/c5ra06336a,"The Sb-C to Na0.6Ni0.22Fe0.11Mn0.66O2 mass ratio was of 0.75 (anode mass loading = 2.48 mg, cathode mass loading 3.3 mg).",no,test
10.1002/aenm.201200825,"It is expected that the strategies of nanosizing and doping with Mg or Ca will provide improvement, and related work will be reported in a forthcoming paper.",both,dev
10.1016/j.nanoen.2017.09.056,"No impurity reflections have been detected, which confirms the high purity of products.",no,train
10.1016/j.jpowsour.2015.10.033,It can be seen how micrometric sized particles were obtained from the synthetic route described above.,no,train
10.1016/j.electacta.2019.05.106,It has been demonstrated by Palacin etal. the importance of electrolyte formulation for the stable performance of HC at low temperature.,no,train
10.1016/j.jpowsour.2015.10.033,"In order to overcome the intrinsic low conductive nature of the material, a new perspective has been employed for this material: a multiple walled carbon nanotubes network has been used as growing substrate for the material.",both,train
10.1002/advs.201500031,This resulting material is very stable in air and it can keep its original structure even after soaking in water as shown in Figure S2 (Supporting Information).,no,train
10.1016/j.jpowsour.2017.11.084,SEM image shows that the as-prepared SnS are micron-sized three-dimensional flower-like structures assembled by nano-sheets.,no,test
10.1021/acsami.7b13516,"In this article, carbon-coated Na3.64Fe2.18(P2O7)2 nanoparticles (~10 nm) were successfully synthesized via a facile sol-gel method and employed as cathode materials for sodium-ion batteries.",no,test
10.1039/c8ta10980j,"The higher capacity and median potential of the gradient Co3+ substituted electrode lead to higher energy densities of 579.5, 559.4, 531.3, 506.8, 474.1, 435.6, 396, and 340 W h kg-1 at rates of 0.1, 0.2, 0.5, 1, 2, 3, 5, and 10C respectively, than the energy densities of 584, 540, 493.5, 454.1, 408.4, 337.4, 249.3, and 131.6 W h kg-1 for the bare electrode in Fig. 4(b).",both,train
10.1021/acsami.7b15590,The experimental results are in good agreement with the theoretical prediction by material structure analysis.,no,test
10.1016/j.jpowsour.2019.03.031,The anode was fabricated by blending the active materials (80 wt%) and polyvinylidene fluoride (20 wt%).,no,train
10.1002/adfm.201910840,]0.444 mol per unit) in the host matrix can stabilize the intrinsic K-based structure during reversible Na+ extraction/insertion process without the structural evolution to the Na-based structure after cycles.,no,train
10.1039/c8ta05854g,"Based on these experimental results, we confirmed that all the NaxKFe(SO4)2 samples for ex situ XRD analyses were successfully prepared.",no,train
10.1002/adsu.201700154,"After 35 cycles, the porous amorphous FePO4 nanotube electrodes can continue to deliver a decent capacity of 130.3 mA g-1.",both,test
10.1039/c8ta04791j,"In summary, a series of Na0.44Mn0.6Ni0.4-xCuxO2 (x = 0, 0.1, 0.2 and 0.3) materials have been successfully synthesized by a simple sol-gel method for SIBs.",no,dev
10.1039/c9ta08829f,Na1.5Ti1.5Fe0.5(PO4)3 samples were synthesized by a simple and low energy consuming method.,both,train
10.1039/c6ta07589d,"Many recent reports on O3-type compounds such as NaCrO2, Na[Li0.05(Ni0.25Fe0.25Mn0.5)0.95]O2 ( ) and NaFe1/3Ni1/3Ti1/3O2 ( ) show their high reversible capacity exceeding 120 mA h g-1.",both,test
10.1002/anie.201912272,"In summary, a Fe-based mixed polyanionic material, Na2Fe(C2O4)SO4[?",no,train
10.1016/j.jpowsour.2018.11.035,"Firstly, LiFePO4 nanoparticles were synthesized resulting in particles of 200 nm with a narrow size distribution and thereafter NaFePO4 was successfully synthesized by electrochemical displacement method.",no,train
10.1002/adfm.201500469,"The average discharge voltage increased as 2.72, 2.82, and 2.96 V, with x = 0, 0.1, and 0.2, respectively.",no,dev
10.1002/adfm.201801917,"Noticeably, the obtained DNa values are higher than those of most polyanion-type cathodes for SIBs (generally <= 10-11 cm2 s-1), accounting for the exceptional rate performance of NaFePO4@C.",both,dev
10.1016/j.electacta.2013.09.098,This indicates that the removed Na+ can be inserted back into the Nax[Ni1/3Mn2/3]O2 structure.,no,dev
10.1002/chem.201802916,"By calculation of the integral area ratio of the shaded region and the whole region of each CV curve, the contribution ratios of surface capacitive behavior can be obtained as shown in Figure 4 f, and increase from 47.2 % to 76.3 % with scan rates increasing from 0.1 to 1.2 mV s-1.",no,train
10.1016/j.jpowsour.2018.07.003,"In the electrochemical analysis with voltage range between 0.25 V and 2 V, and voltage between 0.55 V and 2 V, SiP2 shows an outstanding retention of 98.8% and 99.9% after 100 cycles respectively; however, the narrow voltage range substantially limits capacities of SiP2, which only has a capacity of 1100 mA h g-1 operated from 0.25 V to 2 V and 500 mA h g-1 from 0.55 V to 2 V, respectively).",both,train
10.1021/acs.chemmater.7b01146,The voltage profile shows good stability over 100 cycles (Figure 6d).,both,train
10.1039/d0ee01569e,Ionic conductivities >=1 mS cm-1 at room temperature are obtained in hydroborate SEs via anion mixing of cage-like hydro-closo-borate [BnHn]2- and/or hydro-closo-monocarbaborate [CBn-1Hn]- ions.,both,train
10.1016/j.solidstatesciences.2012.09.012,"After being washed by distilled water, the Na3V2(PO4)2F3 could reach an initial capacity of 188mAh/g at 0.1C with a raising 20mAh/g at plateau voltage.",no,train
10.1021/acsami.6b03944,"As a significative achievement in the direction of layered transition metal oxides, in addition, Hu's group designed P2-Na0.6[Cr0.6Ti0.4]O2 which could function as both positive and negative electrodes with average operation voltages of 3.5 and 0.8 V, corresponding to the redox couples of Cr3+Cr4+ and Ti3+Ti4+, respectively.",no,train
10.1021/cm5005104,"This knowledge is invaluable to enables the rational design of materials with larger sodium sites, which can accommodate more sodium and hence increase battery capacity.",both,train
10.1002/celc.201600221,"Solid polymer electrolyte (SPE)-based SIBs will more likely meet these demands, because of their good flame resistance and excellent flexibility compared with conventional organic liquid-electrolyte-based SIBs.",both,train
10.1021/acsami.7b13516,The extra Na ions can alleviate this phenomenon.,both,train
10.1016/j.nanoen.2019.02.074,This is consistent with previous report that P2 phase was maintained well during the whole charge/discharge process in P2-Na0.67Ni0.167Co0.167Mn0.67O2 which has similar composition with P2-Na0.67Mn0.65Ni0.2Co0.15O2 in this work.,no,dev
10.1039/c5ee00878f,"The high resolution TEM (HRTEM) image in Fig. 1i exhibits the lattice fringes with a distance of 3.09 A, corresponding to the (012) planes of rhombohedral Sb, further confirming the high crystallinity of the sample.",no,test
10.1039/c4ta00773e,"The positive electrodes were manufactured by mixing 80% wt carbon coated Na3V2O2x(PO4)2F3-2x (x = 0.8) active material, 10% wt conductive carbon (Super C65, Timcal) and 10% wt polyvinylidenefluoride binder (PVDF 5130, Solvay).",no,test
10.1002/ente.201901504,"Second, doping Li and Zr into Na sites allow them to serve as pillars to suppress phase change according to ex situ X-ray diffraction (XRD) observations.",both,test
10.1039/c5ra05161d,"It is interesting to find that the capacities of the as-synthesized NaVPO4F-750 and NaVPO4F-800 are basically equal (about 78 mA h g-1) at 1 C. Fig. 5d further compared the cycle stability of these samples, and the discharge capacity of hydrothermal NaVPO4F precursor decreases from 46 mA h g-1 to only 14 mA h g-1 after 65 cycles, while the NaVPO4F-750 and NaVPO4F-800 show good capacity retention, their discharge capacities reduce from 121 to 92 mA h g-1 and from 101 to 83 mA h g-1 after 65 cycles.",no,dev
10.1002/ente.201901504,"]16% compared with the pristine sample, whereas that of CZS-0.05 increased by over 26%.",no,dev
10.1021/acs.chemmater.5b02299,"In addition, there has been no conclusive evidence showing that GGA + U performs better at predicting cation migration barriers despite improving the accuracy of redox reaction calculations.",no,train
10.1039/c5ra07583a,"The HEBM sample delivered a discharge capacity of 116 and 78 mA h g-1, at 0.1 C and 1 C, respectively while pristine sample without the HEBM process demonstrated a relatively low sodium storage performance of 87 mA h g-1 at 0.1 C.",no,train
10.1039/c9dt00563c,"For the first time, we have evidenced the reliability of a graphitized carbon nanofiber as the negative electrode in a full sodium-ion battery.",no,test
10.1016/j.jpowsour.2017.09.087,"Considering the promising graphene-based technologies which are being developed for energy applications, the employment of graphene as a component of the cathode composite may represent an important improvement.",both,train
10.1002/cssc.201301036,"This can be done by adjusting the transition-metal cations at the M site in the Prussian blue compounds of NaxMyFe(CN)6 (M=Fe, Co, Ni, Cu, etc.) type.12, 13 Cui et al. recently demonstrated that copper hexacyanoferrate(III) CuHCF exhibits a higher potential than nickel hexacyanoferrate(III) NiHCF for a variety of insertion ions (K+, Na+, and NH4+) in aqueous electrolytes.14-16 Therefore, it is likely that CuHCF will allow development of higher voltage aqueous Na-ion full cells than NiHCF.",both,train
